movie_id,genre_id
372821,80
372821,28
372821,53
267955,99
352200,53
352200,99
352200,18
366566,35
337075,10751
337075,14
337075,9648
362154,53
362154,80
339944,9648
339944,10751
339944,12
339944,14
58431,10749
58431,27
58431,35
58431,53
337208,878
337208,28
324930,27
374416,35
325712,28
325712,35
325712,80
325712,18
325712,10751
325712,14
325712,10402
325712,53
317198,10770
317198,12
317198,35
328480,53
325134,10749
325134,35
354216,27
174751,28
174751,18
174751,37
333360,99
370665,80
370665,28
370665,35
333596,18
331190,80
331190,18
331190,53
299553,53
360055,28
336313,14
336313,35
336313,16
329440,27
329440,53
277968,35
277968,18
275269,53
275269,28
258100,99
313628,35
313628,10749
321191,10749
321191,18
321191,36
349176,28
349176,12
349176,35
349176,878
325173,28
325173,80
362703,28
362703,12
362703,53
362703,37
347767,27
342502,53
371759,18
371759,878
371759,35
333675,12
333675,35
333675,80
333675,53
272548,35
361671,18
322317,99
329407,99
329407,10402
358238,18
358238,14
358238,878
321974,99
321974,10402
137333,18
137333,878
137333,53
371492,99
340401,27
340401,35
377206,28
315880,10749
315880,18
340176,27
340176,53
361854,53
345875,53
345875,27
345875,9648
156981,27
284514,28
284514,35
351145,53
348678,35
348678,18
334878,35
359807,99
373355,99
373451,10402
373451,99
326094,35
276905,12
276905,16
276905,35
276905,10751
323675,28
323675,35
312669,18
312669,35
312669,10749
377565,35
377565,18
366924,28
366924,16
366924,878
320005,18
320005,878
319888,35
319888,18
319888,36
375290,53
375290,28
375290,18
375290,36
376047,10749
376047,18
331962,18
331962,80
331962,53
301729,878
301729,53
301729,14
329805,18
329805,10749
273899,18
337029,27
337029,53
345235,28
345235,35
336807,18
333387,53
333387,9648
333387,80
333387,18
362057,18
362057,27
362057,53
300792,12
300792,99
348069,99
323435,53
323435,18
323435,14
360030,99
378092,53
378092,80
378263,99
291851,18
291851,36
291851,10752
291851,28
352156,18
340243,18
340243,53
378350,18
333658,10770
333658,18
321258,27
321258,9648
321258,53
343795,18
339547,27
340255,14
340255,35
340255,18
346170,27
346170,53
279096,28
279096,35
279096,878
335778,28
373472,99
329004,18
329004,878
329004,53
376530,10751
376530,99
376530,12
365065,18
365065,878
334918,18
345775,12
345775,16
340357,53
340357,12
340357,16
340357,35
340357,14
340357,878
364116,53
364116,27
291870,35
379297,18
379297,10402
364427,18
364427,35
364427,53
333377,99
335051,35
320302,35
320302,10749
300673,28
300673,18
300673,36
300673,53
301325,18
301325,9648
301325,27
301325,53
367536,10770
367536,18
367536,10751
374142,18
374142,99
315055,53
315055,18
376681,9648
344277,53
350505,14
360799,28
360799,12
360799,9648
360799,878
334531,18
339408,18
337960,18
356057,36
356057,18
266038,18
266038,28
266038,80
333888,35
332709,35
296096,18
296096,10749
378385,28
378385,18
378385,10752
336669,18
372315,99
338803,18
338803,36
324289,10749
324289,18
280617,28
280617,35
280617,878
348089,10770
348089,10402
336663,18
336663,14
336663,10752
335031,35
346651,28
346651,878
346651,53
316000,18
316000,10402
263341,28
263341,12
263341,18
146198,28
146198,53
205584,14
336808,12
336808,18
376869,18
323677,28
323677,18
367493,18
367493,10749
333371,53
333371,878
333371,18
267860,28
267860,80
267860,53
269149,16
269149,12
269149,10751
269149,35
279641,10752
279641,35
258363,53
258363,18
318850,18
378200,35
378200,10749
267193,28
267193,35
287284,10749
287284,18
361263,18
361263,10770
361263,80
361263,9648
367513,99
380565,53
312804,18
324978,12
324978,16
324978,10751
348674,18
348674,10752
368835,99
365187,10749
365187,28
360387,12
360387,28
366249,35
361183,18
361183,10749
361183,878
254800,10402
254800,18
371003,27
373314,18
373314,53
377853,18
352162,18
381353,35
329809,35
329809,80
329809,18
329809,10749
358403,53
336199,18
336199,35
337107,18
315865,18
352025,35
352025,10749
329682,53
329682,18
329682,36
330348,18
342281,35
342281,10749
341392,35
367215,53
367215,99
299824,28
299824,12
299824,14
359154,36
359154,18
257450,27
257450,35
341050,28
341050,53
341050,9648
354251,14
354251,53
354251,27
354251,878
324803,27
324803,53
363264,18
363264,27
363264,9648
363264,53
333350,99
370168,99
374618,27
374618,14
298584,27
306547,18
306547,80
379998,99
308409,18
308409,10751
379335,10402
379335,35
379335,18
354857,35
354857,10770
354857,16
354857,878
367492,10749
367492,18
365222,28
365222,18
365222,36
353609,35
353609,10751
331354,35
340881,10751
340881,18
382951,18
382951,10751
216529,99
363185,10749
363185,35
354100,37
354100,99
373441,99
257087,27
382155,28
382155,18
382155,80
382155,53
379873,35
303982,35
300602,35
300602,16
300602,12
324317,10402
324317,99
373878,35
373878,12
371645,18
371645,12
371645,35
347064,878
347064,28
